Player,Age,G,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,year
Fabricio Oberto,31,4,4,83,.464,.471,10.3,12.7,11.6,3.4,0.7,0.0,17.9,13.7,90,100,2.4,2007
Francisco Elson,30,4,0,46,.976,1.000,16.5,10.3,13.1,0.0,1.2,0.0,26.8,12.3,144,102,3.8,2007
Michael Finley,33,4,4,74,.308,.283,1.6,10.4,6.3,6.8,3.9,0.0,7.6,18.0,72,94,1.8,2007
Brent Barry,35,4,0,42,.545,.545,2.8,12.0,7.7,7.3,1.4,0.0,21.4,16.9,86,99,1.6,2007
Robert Horry,36,4,0,88,.558,.500,5.3,16.3,11.2,22.6,0.7,4.4,31.7,8.9,111,96,4.8,2007
Jacque Vaughn,31,4,0,41,.571,.571,3.3,10.1,7.0,16.2,0.0,0.0,0.0,8.6,141,104,2.2,2007
Beno Udrih,24,2,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,114,0.0,2007
Team Totals,30.8,4,,960,.527,.495,27.2,72.9,51.6,52.3,7.2,6.3,13.7,,104.4,97.2,,2007
Jason Terry,28,6,6,240,.552,.535,0.6,6.0,3.3,16.5,2.4,0.0,11.1,26.3,105,103,13.9,2006
Josh Howard,25,6,6,231,.481,.419,5.2,19.5,12.0,8.7,1.5,1.5,14.1,21.8,93,99,8.9,2006
Jerry Stackhouse,31,5,0,150,.469,.411,3.3,8.5,6.2,22.0,1.3,1.8,13.9,24.5,91,101,7.5,2006
Devin Harris,22,6,3,147,.431,.364,1.7,1.7,1.8,21.2,1.8,0.0,17.7,19.9,87,105,3.0,2006
Erick Dampier,30,6,0,148,.679,.722,12.7,26.3,19.3,2.4,2.1,2.4,24.2,10.6,116,95,6.3,2006
Adrian Griffin,31,6,3,82,.563,.563,10.7,16.6,13.6,10.6,3.2,0.0,15.8,11.0,112,98,3.3,2006
Marquis Daniels,25,6,0,53,.644,.591,3.1,2.0,2.9,25.9,0.0,0.0,23.3,14.7,115,108,2.0,2006
DeSagana Diop,24,6,6,94,.525,.500,6.6,18.4,12.4,1.6,1.2,4.5,24.0,6.2,100,97,1.2,2006
Keith Van Horn,30,5,0,39,.318,.318,3.7,14.7,9.0,0.0,0.0,0.0,21.4,17.0,45,103,-0.5,2006
Darrell Armstrong,37,1,0,6,.000,.000,0.0,24.8,9.1,0.0,0.0,0.0,0.0,14.8,0,111,-1.1,2006
D.J. Mbenga,25,2,0,9,,,0.0,46.8,23.7,0.0,0.0,0.0,100.0,5.6,0,103,-0.9,2006
Josh Powell,23,1,0,4,.000,.000,24.9,0.0,15.7,0.0,0.0,0.0,0.0,12.7,48,109,-0.8,2006
Team Totals,27.2,6,,1465,.513,.457,23.4,75.1,48.8,48.0,8.0,6.0,13.9,,99.9,101.0,,2006
Antoine Walker,29,6,6,219,.456,.448,1.9,14.8,8.2,11.3,0.9,1.1,11.7,21.9,90,102,7.0,2006
Shaquille O'Neal,33,6,6,211,.532,.607,8.5,24.9,16.7,15.2,0.8,1.9,19.8,21.5,95,99,9.6,2006
Jason Williams,30,6,6,188,.483,.460,0.0,6.9,3.4,25.2,0.9,0.0,12.7,15.7,103,105,6.3,2006
James Posey,29,6,0,177,.599,.548,4.2,18.8,11.8,2.1,1.8,0.0,16.0,11.7,108,100,5.2,2006
Udonis Haslem,25,6,6,175,.483,.500,10.7,12.5,11.6,1.9,2.0,0.0,25.7,14.1,83,101,3.4,2006
Alonzo Mourning,35,6,0,66,.711,.692,7.2,23.7,15.8,0.0,1.6,10.4,18.0,15.6,119,89,4.2,2006
Gary Payton,37,6,0,134,.394,.395,2.3,8.1,5.2,14.9,2.4,0.0,22.8,9.3,81,103,2.1,2006
Shandon Anderson,32,4,0,31,.387,.333,9.5,16.4,13.5,17.1,0.0,0.0,34.0,18.5,73,95,0.6,2006
Michael Doleac,28,1,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,93,0.0,2006
Jason Kapono,24,1,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,93,0.0,2006
Team Totals,29.7,6,,1465,.527,.494,24.9,76.6,51.2,50.0,8.5,6.5,15.4,,101.0,99.9,,2006
Richard Hamilton,26,7,7,295,.425,.390,3.4,11.8,7.4,10.5,0.8,0.3,9.2,25.7,91,109,7.7,2005
Rasheed Wallace,30,7,7,227,.465,.469,6.2,13.8,9.9,10.4,3.6,6.3,7.9,19.2,102,98,9.4,2005
Ben Wallace,30,7,7,280,.558,.569,10.9,19.9,15.2,4.3,2.5,6.8,9.4,13.1,116,98,13.2,2005
Antonio McDyess,30,7,0,156,.515,.508,13.5,26.7,19.7,10.0,2.3,4.7,12.7,25.5,102,97,8.2,2005
Tayshaun Prince,24,7,7,273,.432,.388,5.0,10.0,7.3,10.8,2.2,1.5,8.9,16.4,98,106,7.9,2005
Lindsey Hunter,34,7,0,137,.428,.381,4.0,7.3,5.6,22.7,3.8,0.7,8.1,17.8,101,103,4.9,2005
Carlos Arroyo,25,5,0,31,.506,.500,0.0,4.1,1.8,16.4,1.9,0.0,15.5,20.4,94,109,1.2,2005
Darvin Ham,31,5,0,8,.500,.500,29.0,0.0,16.6,0.0,0.0,0.0,0.0,11.5,146,112,0.5,2005
Darko Miličić,19,3,0,7,.333,.333,0.0,34.8,18.4,0.0,0.0,0.0,0.0,22.7,57,99,0.3,2005
Elden Campbell,36,1,0,1,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,206,116,0.7,2005
Ronald Dupree,24,5,0,9,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0,115,-0.3,2005
Team Totals,28.0,7,,1705,.484,.450,31.8,69.0,49.6,52.4,11.0,14.1,8.9,,105.7,103.4,,2005
Manu Ginóbili,27,7,7,252,.636,.565,3.8,14.7,9.5,24.0,2.1,0.2,18.2,25.1,117,104,14.1,2005
Tony Parker,22,7,7,265,.471,.469,0.9,6.2,3.7,19.8,0.4,0.2,17.6,23.4,89,111,5.4,2005
Robert Horry,34,7,0,204,.611,.583,7.8,11.8,10.1,14.4,2.1,1.7,11.7,17.3,124,104,9.5,2005
Bruce Bowen,33,7,7,271,.522,.510,0.4,7.8,4.2,9.4,0.9,1.2,17.3,11.8,96,109,4.1,2005
Nazr Mohammed,27,7,7,158,.488,.433,15.6,15.9,15.7,0.0,0.7,2.6,12.6,12.6,108,104,4.7,2005
Brent Barry,33,7,0,142,.548,.519,2.4,9.7,6.3,13.9,1.7,1.1,21.5,13.0,100,107,3.1,2005
Beno Udrih,22,5,0,46,.505,.455,5.7,7.1,6.5,16.2,1.3,0.0,40.2,23.2,68,107,0.6,2005
Devin Brown,26,6,0,35,.391,.318,2.9,15.9,9.6,16.5,0.0,0.0,6.6,21.3,89,112,1.0,2005
Rasho Nesterović,28,4,0,25,.347,.500,15.9,22.0,18.8,7.9,0.0,2.3,25.8,7.4,92,111,0.9,2005
Glenn Robinson,32,3,0,14,.200,.200,0.0,23.7,12.7,0.0,0.0,15.0,16.7,20.8,36,87,0.3,2005
Tony Massenburg,37,3,0,9,.000,.000,0.0,35.7,18.4,0.0,0.0,0.0,0.0,17.6,0,108,-0.5,2005
Team Totals,28.4,7,,1705,.518,.480,31.0,68.2,50.4,53.2,5.6,7.9,15.5,,103.4,105.7,,2005
Kobe Bryant,25,5,5,231,.456,.398,1.0,6.1,3.7,21.2,2.3,1.1,12.7,30.4,90,108,11.6,2004
Derek Fisher,29,5,0,101,.409,.389,5.9,11.3,8.8,16.9,2.9,0.0,9.3,21.2,86,105,3.5,2004
Devean George,26,5,5,106,.487,.482,3.2,12.8,7.9,5.2,2.7,1.5,6.3,15.1,98,105,3.7,2004
Gary Payton,35,5,5,167,.364,.357,4.2,6.1,5.2,22.8,2.1,0.9,19.5,10.6,86,108,4.1,2004
Karl Malone,40,4,4,125,.375,.333,8.3,21.4,14.7,13.2,0.5,0.7,13.1,12.6,90,104,4.6,2004
Stanislav Medvedenko,24,5,1,71,.439,.353,9.6,18.3,14.1,8.1,0.0,1.1,8.9,15.5,98,108,2.3,2004
Kareem Rush,23,5,0,76,.409,.409,0.0,8.0,4.0,4.1,0.8,0.0,18.5,17.4,66,113,0.1,2004
Luke Walton,23,4,0,79,.468,.423,4.8,13.0,9.1,39.0,4.4,2.0,33.5,13.2,90,99,4.4,2004
Rick Fox,34,3,0,29,.571,.571,0.0,11.8,5.7,37.8,0.0,0.0,12.5,13.0,108,111,2.4,2004
Brian Cook,23,3,0,21,.291,.167,15.5,24.7,20.5,0.0,2.7,0.0,22.5,21.3,62,104,0.4,2004
Bryon Russell,33,3,0,7,.000,.000,14.9,0.0,7.6,0.0,0.0,0.0,0.0,13.1,34,125,-0.4,2004
Team Totals,29.2,5,,1225,.477,.445,25.0,65.4,45.2,65.2,8.5,4.7,13.3,,96.1,106.7,,2004
Chauncey Billups,27,5,5,194,.696,.579,1.9,7.9,5.0,27.8,1.8,0.0,14.7,22.5,133,100,17.9,2004
Rasheed Wallace,29,5,5,153,.533,.481,5.5,25.3,15.4,10.5,0.8,4.6,6.2,21.1,114,93,10.3,2004
Ben Wallace,29,5,5,205,.443,.478,10.7,28.6,19.6,6.3,2.5,2.0,9.0,16.0,98,90,10.9,2004
Tayshaun Prince,23,5,5,198,.425,.417,8.9,11.1,10.2,10.0,2.6,0.8,3.3,14.9,107,96,9.2,2004
Corliss Williamson,30,5,0,53,.541,.400,9.2,17.9,13.5,4.4,0.0,0.0,17.1,21.6,106,99,2.3,2004
Lindsey Hunter,33,5,0,64,.458,.353,1.6,10.8,6.2,12.3,2.6,3.3,4.8,15.8,111,93,2.5,2004
Elden Campbell,35,5,0,68,.417,.375,10.1,12.3,11.3,22.5,4.2,3.5,12.8,17.0,97,89,3.4,2004
Mehmet Okur,24,4,0,38,.511,.500,2.7,16.6,9.0,9.4,0.0,0.0,27.1,18.4,69,105,0.6,2004
Mike James,28,5,0,17,.500,.500,10.5,9.6,10.5,28.4,0.0,0.0,20.0,11.4,110,103,1.0,2004
Darvin Ham,30,4,0,7,1.000,1.000,15.4,0.0,8.6,0.0,0.0,0.0,50.0,11.9,83,99,0.1,2004
Darko Miličić,18,3,0,4,.000,.000,28.8,25.5,26.3,0.0,14.5,0.0,25.8,44.1,15,73,-0.4,2004
Team Totals,27.2,5,,1225,.514,.458,34.6,75.0,54.8,56.7,9.2,6.9,12.5,,106.7,96.1,,2004
Kenyon Martin,25,6,6,224,.381,.343,6.7,24.4,14.4,12.3,2.4,4.8,16.0,27.8,74,93,7.5,2003
Richard Jefferson,22,6,6,230,.478,.417,3.5,15.8,9.2,10.0,1.9,0.6,14.5,19.2,93,100,8.2,2003
Kerry Kittles,28,6,6,188,.481,.434,3.3,12.0,7.2,8.4,3.2,1.3,4.2,17.1,107,98,8.7,2003
Lucious Harris,32,6,0,124,.440,.333,5.7,8.8,7.0,9.6,0.9,0.0,11.9,18.3,94,106,3.8,2003
Rodney Rogers,31,6,0,74,.416,.371,5.7,10.2,7.8,7.4,0.0,0.0,12.9,23.8,84,107,1.1,2003
Aaron Williams,31,5,0,72,.474,.423,13.9,17.2,15.7,12.7,0.7,7.0,3.3,19.5,114,97,5.0,2003
Jason Collins,24,6,6,152,.433,.333,10.2,10.6,10.3,6.2,1.5,1.6,16.4,9.2,98,104,3.2,2003
Dikembe Mutombo,36,6,0,82,.595,.500,8.5,15.1,11.4,0.0,2.1,7.4,29.8,9.3,95,95,2.5,2003
Anthony Johnson,28,5,0,28,.611,.611,0.0,4.5,2.0,4.7,1.9,0.0,25.0,19.6,69,103,1.0,2003
Brian Scalabrine,24,1,0,1,,,0.0,100.0,53.3,0.0,0.0,0.0,,0.0,,70,0.3,2003
Tamar Slay,22,1,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,105,0.0,2003
Team Totals,27.4,6,,1440,.446,.393,30.0,69.5,48.1,54.9,8.9,10.2,13.0,,93.3,100.0,,2003
Tony Parker,20,6,6,212,.451,.422,1.2,8.1,4.9,24.0,0.5,0.3,10.6,23.2,96,101,7.9,2003
David Robinson,37,6,6,160,.661,.611,11.0,17.6,14.7,5.0,2.4,4.8,5.7,15.2,137,90,11.9,2003
Stephen Jackson,24,6,6,213,.468,.459,2.0,10.1,6.6,12.8,1.8,0.6,28.2,20.3,74,97,3.7,2003
Manu Ginóbili,25,6,0,171,.471,.380,6.4,10.2,8.6,12.3,4.2,1.3,15.3,17.7,98,92,7.1,2003
Malik Rose,28,6,0,127,.494,.442,9.6,10.1,9.7,5.7,1.3,1.7,19.1,21.3,92,97,4.3,2003
Speedy Claxton,24,6,0,76,.611,.560,1.1,6.7,4.1,24.5,3.0,4.0,11.7,21.2,116,92,5.2,2003
Bruce Bowen,31,6,6,172,.324,.300,1.3,10.2,5.9,4.7,1.3,0.8,11.5,9.5,69,98,1.3,2003
Steve Kerr,37,4,0,19,.820,.875,7.6,0.0,3.1,6.9,2.9,0.0,0.0,12.8,170,97,1.9,2003
Kevin Willis,40,5,0,23,.405,.333,31.2,9.0,20.7,0.0,0.0,3.2,23.3,26.7,81,98,0.9,2003
Danny Ferry,36,3,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,103,0.0,2003
Steve Smith,33,1,0,1,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,0,95,-0.7,2003
Team Totals,27.8,6,,1440,.507,.459,30.5,70.0,51.9,56.5,8.9,14.4,15.4,,100.0,93.3,,2003
Jason Kidd,28,4,4,167,.489,.475,6.6,14.2,9.8,39.1,2.8,1.6,12.4,25.2,108,115,19.0,2002
Kerry Kittles,27,4,4,106,.539,.512,4.0,5.7,4.7,17.8,2.9,1.5,6.1,20.4,117,117,9.9,2002
Keith Van Horn,26,4,4,122,.459,.443,5.2,18.8,11.0,10.4,0.9,0.8,9.9,18.3,99,118,6.3,2002
Lucious Harris,31,4,0,91,.426,.359,5.2,9.7,7.2,12.6,2.3,0.0,0.0,17.5,105,119,6.2,2002
Todd MacCulloch,26,4,4,73,.504,.500,15.2,14.8,14.9,3.6,2.2,4.6,14.4,20.6,100,114,5.7,2002
Richard Jefferson,21,4,0,97,.522,.524,1.8,22.4,10.6,8.6,2.1,0.0,10.4,13.1,103,116,5.6,2002
Jason Collins,23,4,0,76,.629,.500,7.2,9.7,8.2,2.2,0.7,2.3,18.2,9.8,110,121,2.3,2002
Aaron Williams,30,4,0,46,.415,.375,8.0,13.5,10.4,3.3,3.4,3.3,0.0,15.9,107,111,2.3,2002
Anthony Johnson,27,4,0,21,.363,.333,4.1,6.4,5.0,3.5,0.0,0.0,0.0,14.0,94,124,0.7,2002
Donny Marshall,29,2,0,2,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0,132,-0.4,2002
Brian Scalabrine,23,1,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,130,0.0,2002
Team Totals,26.2,4,,960,.491,.462,31.1,69.1,47.0,55.5,10.5,7.9,10.3,,106.5,116.6,,2002
Kobe Bryant,23,4,4,174,.623,.557,2.4,11.7,7.8,21.5,1.8,1.2,14.9,26.9,119,107,20.3,2002
Derek Fisher,27,4,4,132,.651,.636,2.1,9.5,6.3,17.9,0.4,0.0,15.2,16.4,124,113,9.6,2002
Rick Fox,32,4,4,146,.690,.630,5.0,13.2,9.8,14.3,2.2,1.0,28.0,12.7,113,105,9.4,2002
Robert Horry,31,4,4,158,.601,.563,5.1,14.7,10.6,15.5,3.7,3.0,18.4,9.6,124,102,11.7,2002
Devean George,24,4,0,72,.535,.500,9.8,21.8,16.6,0.0,0.7,1.9,7.6,17.2,110,107,4.8,2002
Brian Shaw,35,4,0,65,.333,.333,5.8,6.2,6.1,23.5,0.8,2.1,8.7,16.7,91,110,2.7,2002
Samaki Walker,25,4,0,24,.410,.250,14.4,18.6,16.8,0.0,0.0,2.5,38.1,15.0,68,104,0.2,2002
Lindsey Hunter,31,3,0,12,.200,.200,10.1,0.0,4.4,0.0,0.0,0.0,0.0,19.9,61,112,-0.7,2002
Stanislav Medvedenko,22,2,0,9,1.000,1.000,12.6,0.0,5.4,0.0,0.0,0.0,0.0,4.8,200,115,0.6,2002
Mitch Richmond,36,1,0,1,1.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,200,128,1.7,2002
Mark Madsen,26,1,0,2,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,107,0.0,2002
Team Totals,27.8,4,,960,.604,.555,30.9,68.9,53.0,63.0,7.7,9.5,14.6,,116.6,106.5,,2002
Dikembe Mutombo,34,5,5,208,.632,.600,10.8,22.4,16.5,1.6,0.5,4.0,7.0,15.6,130,108,15.7,2001
Eric Snow,27,5,1,166,.481,.407,6.6,7.8,7.5,30.4,2.6,0.5,17.6,21.9,101,112,10.5,2001
Aaron McKie,28,5,5,206,.385,.354,3.7,11.0,7.3,22.5,1.5,1.0,21.2,14.5,84,111,6.6,2001
Tyrone Hill,32,5,5,141,.446,.394,5.3,20.7,12.8,2.6,0.0,3.2,11.9,13.5,92,109,3.8,2001
Matt Geiger,31,5,0,53,.689,.667,3.4,6.5,5.0,6.5,1.0,0.0,13.7,18.7,116,113,2.4,2001
Raja Bell,24,5,0,79,.374,.308,2.9,10.2,6.5,7.9,6.7,0.0,18.7,12.3,74,99,2.4,2001
Todd MacCulloch,25,5,0,31,.472,.417,15.5,7.2,11.7,0.0,0.0,0.0,12.7,23.1,97,115,1.3,2001
Jumaine Jones,21,5,4,61,.500,.500,3.4,14.4,8.5,2.3,0.9,2.4,16.7,9.0,88,110,1.5,2001
Kevin Ollie,28,5,0,14,.579,.333,8.5,0.0,5.0,10.4,0.0,0.0,0.0,14.4,140,123,0.9,2001
Rodney Buford,23,3,0,12,.167,.167,17.0,35.8,26.0,0.0,0.0,0.0,14.3,25.6,49,114,-0.3,2001
George Lynch,30,2,0,13,.333,.333,12.8,24.4,19.0,10.4,7.8,0.0,0.0,9.2,111,100,2.1,2001
Team Totals,27.9,5,,1225,.491,.445,29.3,68.8,48.6,52.0,8.5,7.6,11.5,,102.6,110.0,,2001
Kobe Bryant,22,5,5,234,.501,.429,2.4,15.5,9.1,22.2,1.6,2.1,12.8,27.8,104,103,17.2,2001
Derek Fisher,26,5,5,156,.588,.564,0.8,3.2,2.1,10.5,2.7,0.4,12.6,14.0,110,105,6.4,2001
Rick Fox,31,5,5,165,.617,.544,2.0,13.4,7.7,18.8,2.0,0.8,26.1,15.0,105,104,8.0,2001
Robert Horry,30,5,0,127,.760,.720,8.8,12.4,10.8,7.9,1.7,3.8,6.7,10.8,153,102,9.2,2001
Horace Grant,35,5,5,124,.346,.294,11.1,14.3,12.7,3.6,0.9,3.9,5.1,14.7,93,104,4.4,2001
Tyronn Lue,23,5,0,74,.750,.750,1.7,4.8,3.1,15.1,5.2,1.0,29.4,10.9,109,101,3.8,2001
Brian Shaw,34,5,0,93,.405,.375,3.7,15.4,9.8,22.3,2.3,0.0,24.0,14.3,85,102,2.7,2001
Ron Harper,37,3,0,25,.697,.688,0.0,23.3,11.6,22.2,2.2,2.7,0.0,17.4,151,95,4.5,2001
Mark Madsen,25,2,0,2,.000,.000,56.5,0.0,28.9,0.0,0.0,32.6,0.0,23.1,69,90,0.4,2001
Team Totals,29.4,5,,1225,.550,.512,31.2,70.7,51.4,63.5,9.0,12.3,13.9,,110.0,102.6,,2001
Jalen Rose,27,6,6,260,.562,.505,0.8,10.6,6.2,12.3,1.0,0.6,12.2,25.6,106,114,14.0,2000
Austin Croshere,24,6,0,145,.713,.591,6.6,20.8,14.7,5.3,0.7,3.0,9.9,23.0,138,109,12.8,2000
Rik Smits,33,6,6,115,.495,.466,9.3,15.5,12.5,4.2,1.4,4.2,11.7,28.4,92,109,5.2,2000
Mark Jackson,34,6,6,187,.551,.500,2.6,16.8,9.8,39.5,1.4,0.0,17.3,16.3,119,113,10.7,2000
Dale Davis,30,6,6,177,.580,.575,13.5,25.6,20.2,6.0,0.6,2.4,0.0,12.0,137,110,9.3,2000
Sam Perkins,38,6,0,132,.585,.569,1.4,19.1,11.0,7.0,1.2,0.0,11.5,12.7,107,109,3.8,2000
Travis Best,27,6,0,98,.536,.500,5.6,3.3,4.3,22.6,2.2,0.7,10.9,17.9,114,114,5.0,2000
Derrick McKey,33,6,0,72,.637,.583,10.4,19.8,15.9,1.9,1.5,0.9,36.7,8.9,96,112,1.6,2000
Jonathan Bender,19,2,0,6,.735,.667,0.0,15.4,10.2,0.0,8.8,0.0,0.0,37.7,156,86,3.3,2000
Chris Mullin,36,3,0,12,.602,.500,0.0,0.0,0.0,12.9,4.2,5.5,23.1,17.4,100,102,1.3,2000
Žan Tabak,29,3,0,10,.500,.500,8.8,0.0,4.7,0.0,0.0,0.0,0.0,8.6,111,109,-0.2,2000
Team Totals,30.9,6,,1465,.581,.515,22.9,72.8,49.9,55.5,5.9,6.2,10.6,,114.5,112.6,,2000
Kobe Bryant,21,5,5,176,.411,.378,3.7,13.0,7.7,17.7,1.5,3.3,6.0,25.3,96,116,9.7,2000
Glen Rice,32,6,6,193,.541,.509,0.6,8.5,4.4,7.7,1.4,0.4,12.4,16.8,100,118,6.6,2000
Ron Harper,36,6,6,185,.538,.518,2.3,11.9,6.6,23.0,2.3,0.4,16.6,17.7,105,116,9.0,2000
Robert Horry,29,6,0,182,.575,.547,5.2,16.8,10.2,13.3,1.5,2.5,15.8,14.0,113,115,7.7,2000
Rick Fox,30,6,0,104,.813,.750,3.3,8.2,5.6,7.6,1.5,0.0,14.0,12.4,146,116,5.1,2000
Derek Fisher,25,6,0,112,.587,.554,1.8,5.0,3.2,29.6,2.3,0.0,8.9,13.4,131,117,6.1,2000
A.C. Green,36,6,6,103,.623,.571,9.5,13.8,11.3,4.1,0.5,0.0,7.7,11.3,133,119,4.3,2000
Brian Shaw,33,6,1,112,.238,.216,3.0,15.9,8.9,20.0,0.9,0.0,11.7,17.2,70,116,1.0,2000
Travis Knight,25,4,0,10,.644,.667,16.0,0.0,16.0,0.0,0.0,0.0,20.5,28.4,115,128,0.4,2000
John Salley,35,4,0,13,.667,.667,7.8,30.7,15.5,0.0,5.5,0.0,0.0,12.2,125,112,0.9,2000
Devean George,22,1,0,3,.266,.000,0.0,59.3,20.0,0.0,0.0,0.0,34.7,41.4,37,130,-1.6,2000
Team Totals,29.6,6,,1465,.532,.515,27.2,77.1,50.1,56.9,7.3,8.7,9.9,,112.6,114.5,,2000
Allan Houston,27,5,5,223,.503,.438,1.2,8.1,4.5,16.7,0.5,0.0,10.8,26.2,99,105,11.9,1999
Marcus Camby,24,5,3,136,.527,.500,10.5,24.7,17.3,1.3,1.2,6.5,4.2,16.9,113,94,8.4,1999
Larry Johnson,29,5,5,184,.347,.306,3.8,12.4,7.9,6.7,1.9,0.5,12.8,16.4,73,100,2.3,1999
Charlie Ward,28,5,5,146,.539,.538,4.5,9.1,6.7,22.2,5.0,1.3,20.7,11.2,105,95,7.8,1999
Kurt Thomas,26,5,0,106,.385,.344,14.1,32.0,22.4,3.2,3.2,0.0,2.7,17.0,95,95,4.4,1999
Chris Childs,31,5,0,105,.262,.250,1.0,6.5,3.6,17.5,1.0,0.0,25.9,14.3,55,102,-0.7,1999
Chris Dudley,33,5,2,78,.282,.250,2.6,28.7,14.6,2.2,0.7,3.5,32.0,9.3,44,96,-0.1,1999
Rick Brunson,26,1,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,107,0.0,1999
Herb Williams,40,2,0,2,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,107,-0.4,1999
Team Totals,28.1,5,,1200,.454,.406,23.3,77.2,48.5,45.5,9.3,6.2,11.7,,93.1,98.9,,1999
David Robinson,33,5,5,186,.518,.424,9.5,28.0,19.4,13.0,1.5,5.7,9.1,24.0,109,86,15.7,1999
Mario Elie,35,5,5,175,.603,.500,1.4,11.7,6.9,13.9,1.9,0.0,14.3,16.1,112,95,9.1,1999
Avery Johnson,33,5,5,196,.518,.500,1.4,6.4,4.1,34.8,0.9,0.0,31.1,16.5,89,99,6.6,1999
Sean Elliott,30,5,5,182,.427,.393,2.6,6.9,5.1,14.7,1.2,0.4,11.4,14.7,91,98,4.9,1999
Jaren Jackson,31,5,0,96,.446,.446,1.5,7.6,4.4,10.0,2.9,0.0,19.6,24.2,70,93,1.7,1999
Antonio Daniels,23,4,0,23,1.000,1.000,0.0,11.3,5.6,33.6,2.5,0.0,28.6,14.9,135,102,2.3,1999
Steve Kerr,33,5,0,44,.431,.450,6.5,7.8,7.1,9.7,0.0,0.0,16.1,14.5,79,101,0.7,1999
Malik Rose,24,5,0,65,.255,.200,6.4,16.1,11.7,5.5,2.7,2.1,29.8,13.2,49,88,-0.1,1999
Jerome Kersey,36,2,0,4,1.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,200,103,0.7,1999
Gerard King,26,2,0,1,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,105,0.0,1999
Team Totals,29.8,5,,1200,.531,.476,22.8,76.7,51.5,67.3,7.5,8.6,16.2,,98.9,93.1,,1999
Jeff Hornacek,34,6,6,205,.501,.438,0.9,10.1,5.6,15.6,1.4,0.4,14.7,18.7,96,109,6.1,1998
John Stockton,35,6,6,193,.539,.510,0.7,9.2,5.3,50.4,3.7,0.0,25.1,18.8,103,103,10.0,1998
Bryon Russell,27,6,6,217,.519,.477,3.0,14.9,9.2,6.9,1.9,0.4,15.0,14.0,96,105,6.1,1998
Shandon Anderson,24,6,0,126,.566,.515,6.6,9.0,7.9,3.0,0.5,0.7,22.1,20.0,93,110,3.3,1998
Howard Eisley,25,6,0,106,.420,.391,2.6,12.1,7.6,41.7,1.0,0.7,23.1,20.7,86,107,3.3,1998
Chris Morris,32,6,0,105,.424,.393,2.9,15.2,9.3,4.6,1.1,0.7,6.1,15.4,88,106,1.9,1998
Antoine Carr,36,6,0,87,.526,.500,8.6,10.9,9.7,0.0,0.0,0.9,14.4,16.7,93,110,1.9,1998
Adam Keefe,27,5,3,61,.444,.429,20.5,15.1,17.7,2.5,1.9,0.0,16.0,16.0,93,106,2.0,1998
Greg Ostertag,24,5,1,55,.442,.417,9.6,23.2,17.1,0.0,0.0,1.3,13.9,12.8,78,102,1.5,1998
Greg Foster,29,6,2,62,.267,.267,9.5,16.7,13.7,0.0,0.8,2.6,21.1,14.9,54,103,-0.2,1998
Jacque Vaughn,22,1,0,7,.000,.000,0.0,34.3,15.6,0.0,0.0,0.0,14.3,47.0,0,104,-4.6,1998
Team Totals,30.0,6,,1465,.501,.458,28.5,69.6,50.2,67.0,7.6,4.1,16.9,,96.1,105.5,,1998
Scottie Pippen,32,6,6,237,.502,.446,8.3,14.3,11.2,23.8,2.5,1.7,14.6,22.9,104,97,13.0,1998
Toni Kukoč,29,6,6,222,.557,.546,5.0,12.1,8.2,13.8,1.7,1.3,10.9,20.5,108,100,11.5,1998
Ron Harper,34,6,6,173,.418,.379,1.9,17.7,9.8,16.0,3.1,1.9,15.5,12.9,93,93,5.4,1998
Luc Longley,29,6,6,131,.491,.444,10.4,18.5,14.3,11.9,2.2,2.9,26.5,15.6,89,92,3.7,1998
Steve Kerr,32,6,0,125,.528,.475,0.8,0.8,1.0,20.4,1.0,0.0,12.1,9.7,118,108,3.2,1998
Scott Burrell,27,6,0,83,.450,.432,0.0,19.8,9.9,0.0,4.7,0.0,11.4,15.2,81,84,2.5,1998
Dennis Rodman,36,6,0,182,.547,.462,13.4,22.7,17.8,5.3,2.3,0.9,24.7,6.7,115,96,5.4,1998
Jud Buechler,29,6,0,30,.800,.800,5.8,6.0,5.9,12.0,1.8,2.7,16.7,10.0,130,93,1.2,1998
